KFE,Kogi Iron Ltd,Materials,,,,
KGD,Kula Gold Ltd,Materials,,,,
KGL,KGL Resources Ltd,Materials,,,,
KGM,Kalnorth Gold Mines Ltd,Materials,,,,
KGN,Kogan.com Ltd,Consumer Discretionary,,,,
KIN,KIN Mining NL,Materials,,,,
KIS,King Island Scheelite Ltd,Materials,,,,
KKC,KKR Credit Income Fund,,,,,
KKL,Kollakorn Corporation Ltd,Information Technology,,,,
KKO,Kinetiko Energy Ltd,Energy,,,,
KLA,Kirkland Lake Gold Ltd,Materials,,,,
KLL,Kalium Lakes Ltd,Materials,,,,
KLO,Kingsland Global Ltd,Real Estate,,,,
KLR,Kaili Resources Ltd,Energy,,,,
KMD,Kathmandu Holdings Ltd,Consumer Discretionary,,,,
KME,Kip Mcgrath Education Centres Ltd,Consumer Discretionary,,,,
KMT,Kopore Metals Ltd,Materials,,,,
KNH,Koon Holdings Ltd,Industrials,,,,
KNM,Kneomedia Ltd,Communication Services,,,,
KNO,Knosys Ltd,Information Technology,,,,
KOR,Korab Resources Ltd,Materials,,,,
KOV,Korvest Ltd,Industrials,,,,
KP2,Kore Potash Plc,Materials,,,,
KPC,Kazakhstan Potash Corporation Ltd,Materials,,,,
KPE,Kina Petroleum Corporation,Energy,,,,
KPG,Kelly Partners Group Holdings Ltd,Industrials,,,,
KPO,Kalina Power Ltd,Utilities,,,,
KPT,Kangaroo Island Plantation Timbers Ltd,Materials,,,,
KRM,Kingsrose Mining Ltd,Materials,,,,
KRR,King River Resources Ltd,Materials,,,,
KRS,Kresta Holdings Ltd,Consumer Discretionary,,,,
KSC,K & S Corporation Ltd,Industrials,,,,
KSL,Kina Securities Ltd,Financials,,,,
KSM,K2 Australian Small Cap Fund (Hedge Fund),,,,,
KSN,Kingston Resources Ltd,Materials,,,,
KSS,Kleos Space S.A,Industrials,,,,
KTA,Krakatoa Resources Ltd,Materials,,,,
KTD,Keytone Dairy Corporation Ltd,Consumer Staples,,,,
KTE,K2 Energy Ltd,Information Technology,,,,
KTG,K-Tig Ltd,Industrials,,,,
KWR,Kingwest Resources Ltd,Materials,,,,
KYK,KYCKR Ltd,Information Technology,,,,
KZA,KAZIA Therapeutics Ltd,Health Care,,,,
KZR,Kalamazoo Resources Ltd,Materials,,,,
LAA,Latam Autos Ltd,Communication Services,,,,
LAM,Laramide Resources Ltd,Energy,,,,
LAU,Lindsay Australia Ltd,Industrials,,,,
LAW,Lawfinance Ltd,Financials,,,,
LBL,Laserbond Ltd,Industrials,,,,
LBT,LBT Innovations Ltd,Health Care,,,,
LCD,Latitude Consolidated Ltd,Materials,,,,
LCE,London City Equities Ltd,Financials,,,,
LCK,Leigh Creek Energy Ltd,Energy,,,,
LCL,Los Cerros Ltd,Materials,,,,
LCM,Logicamms Ltd,Industrials,,,,
LCT,Living Cell Technologies Ltd,Health Care,,,,
LCY,Legacy Iron Ore Ltd,Materials,,,,
LEG,Legend Mining Ltd,Materials,,,,
LEP,Ale Property Group,Real Estate,,,,
LER,Leaf Resources Ltd,Materials,,,,
LEX,Lefroy Exploration Ltd,Materials,,,,
LGP,Little Green Pharma Ltd,Health Care,,,,
LGR,Lanka Graphite Ltd,Materials,,,,
LHB,Lionhub Group Ltd,Real Estate,,,,
LHM,Land & Homes Group Ltd,Real Estate,,,,
LI3,Lithium Consolidated Ltd,Materials,,,,
LIC,Lifestyle Communities Ltd,Real Estate,,,,
LIN,Lindian Resources Ltd,Materials,,,,
LIO,Lion Energy Ltd,Energy,,,,
LIT,Lithium Australia NL,Materials,,,,
LKE,Lake Resources N.L.,Materials,,,,
LKO,Lakes Oil NL,Energy,,,,
LLC,Lendlease Group,Real Estate,,,,
LLO,Lion One Metals Ltd,Materials,,,,
LME,"Limeade, Inc",Information Technology,,,,
LMG,Latrobe Magnesium Ltd,Materials,,,,
LML,Lincoln Minerals Ltd,Materials,,,,
LNG,Liquefied Natural Gas Ltd,Energy,,,,
LNK,Link Administration Holdings Ltd,Information Technology,,,,
LNU,Linius Technologies Ltd,Information Technology,,,,
LNY,Laneway Resources Ltd,Materials,,,,
LOM,Lucapa Diamond Company Ltd,Materials,,,,
LON,Longtable Group Ltd,Consumer Staples,,,,
LOT,Lotus Resources Ltd,Materials,,,,
LOV,Lovisa Holdings Ltd,Consumer Discretionary,,,,
LPD,Lepidico Ltd,Materials,,,,
LPDRC,Lepidico Ltd,,,,,
LPE,Locality Planning Energy Holdings Ltd,Utilities,,,,
LPI,Lithium Power International Ltd,Materials,,,,
LRM,Lustrum Minerals Ltd,Energy,,,,
LRS,Latin Resources Ltd,Materials,,,,
LRT,Lowell Resources Fund,,,,,
LSA,Lachlan Star Ltd,Materials,,,,
LSF,L1 Long Short Fund Ltd,,,,,
LSH,Lifespot Health Ltd,Health Care,,,,
LSR,Lodestar Minerals Ltd,Materials,,,,
LSX,Lion Selection Group Ltd,,,,,
LTR,Liontown Resources Ltd,Materials,,,,
LVE,Love Group Global Ltd,Information Technology,,,,
LVH,Livehire Ltd,Information Technology,,,,
LVT,Livetiles Ltd,Information Technology,,,,
LYC,Lynas Corporation Ltd,Materials,,,,
LYL,Lycopodium Ltd,Industrials,,,,
M7T,MACH7 Technologies Ltd,Health Care,,,,
M8S,M8 Sustainable Ltd,Industrials,,,,
MA1,Monash Absolute Investment Company Ltd,,,,,
MAD,Mader Group Ltd,Industrials,,,,
MAG,Magmatic Resources Ltd,Materials,,,,
MAH,Macmahon Holdings Ltd,Materials,,,,
MAI,Mainstream Group Holdings Ltd,Financials,,,,
MAM,Microequities Asset Management Group Ltd,Financials,,,,
MAN,Mandrake Resources Ltd,Materials,,,,
MAQ,Macquarie Telecom Group Ltd,,,,,
MAT,Matsa Resources Ltd,Materials,,,,
MAU,Magnetic Resources NL,Materials,,,,
MAUCA,Magnetic Resources NL,,,,,
MAX,Millinium's Alternatives Fund,,,,,
MAY,Melbana Energy Ltd,Energy,,,,
MBK,Metal Bank Ltd,Materials,,,,
MBM,Mobecom Ltd,Information Technology,,,,
MCA,Murray Cod Australia Ltd,Consumer Staples,,,,
MCB,MCB Resources Ltd,Energy,,,,
MCE,Matrix Composites & Engineering Ltd,Energy,,,,
MCM,MC Mining Ltd,Energy,,,,
MCP,Mcpherson's Ltd,Consumer Staples,,,,
MCR,Mincor Resources NL,Materials,,,,
MCT,Metalicity Ltd,Materials,,,,
MCX,Mariner Corporation Ltd,Financials,,,,
MCY,Mercury NZ Ltd,Utilities,,,,
MDC,Medlab Clinical Ltd,Health Care,,,,
MDI,Middle Island Resources Ltd,Materials,,,,
MDR,Medadvisor Ltd,Health Care,,,,
MDX,Mindax Ltd,Materials,,,,
MEA,Mcgrath Ltd,Real Estate,,,,
MEB,Medibio Ltd,Health Care,,,,
MEC,Morphic Ethical Equities Fund Ltd,Financials,,,,
MEI,Meteoric Resources NL,Materials,,,,
MEL,Metgasco Ltd,Energy,,,,
MEM,Memphasys Ltd,Health Care,,,,
MEP,Minotaur Exploration Ltd,Materials,,,,
MEQ,Metlifecare Limited Foreign Exempt NZX,Health Care,,,,
MEU,Marmota Ltd,Energy,,,,
MEY,Marenica Energy Ltd,Energy,,,,
MEZ,Meridian Energy Ltd,Utilities,,,,
MFD,Mayfield Childcare Ltd,Consumer Discretionary,,,,
MFF,MFF Capital Investments Ltd,,,,,
MFG,Magellan Financial Group Ltd,Financials,,,,
MGC,MG Unit Trust,,,,,
MGE,Magellan Global Equities Fund (Managed Fund),,,,,
MGG,Magellan Global Trust,,,,,
MGL,Magontec Ltd,Materials,,,,
MGR,Mirvac Group,Real Estate,,,,
MGT,Magnetite Mines Ltd,Materials,,,,
MGU,Magnum Mining and Exploration Ltd,Materials,,,,
MGV,Musgrave Minerals Ltd,Materials,,,,
MGX,Mount Gibson Iron Ltd,Materials,,,,
MGZ,Medigard Ltd,Health Care,,,,
MHC,Manhattan Corporation Ltd,Energy,,,,
MHD,Millennium Ltd,Consumer Discretionary,,,,
MHG,Magellan Global Equities Fund(Currency Hedged)(MF),,,,,
MHH,Magellan High Conviction Trust,,,,,
MHI,Merchant House International Ltd,Consumer Discretionary,,,,
MHJ,Michael Hill International Ltd,Consumer Discretionary,,,,
MICH,Magellan Infrastructure Fund (Currency Hedged)(Managed Fund),,,,,
MIH,MNC Media Investment Ltd,Communication Services,,,,
MIL,Millennium Services Group Ltd,Industrials,,,,
MIN,Mineral Resources Ltd,Materials,,,,
MIO,Macarthur Minerals Ltd,Materials,,,,
MIR,Mirrabooka Investments Ltd,,,,,
MJC,Mejority Capital Ltd,Financials,,,,
MKG,Mako Gold Ltd,Materials,,,,
MLD,Maca Ltd,Materials,,,,
MLL,Mali Lithium Ltd,Materials,,,,
MLM,Metallica Minerals Ltd,Materials,,,,
MLS,Metals Australia Ltd,Materials,,,,
MLT,Milton Corporation Ltd,,,,,
MLX,Metals X Ltd,Materials,,,,
MME,Moneyme Ltd,Financials,,,,
MMI,Metro Mining Ltd,Materials,,,,
MMJ,MMJ Group Holdings Ltd,,,,,
MML,Medusa Mining Ltd,Materials,,,,
MMM,Marley Spoon AG,Consumer Discretionary,,,,
MMR,Mec Resources Ltd,Energy,,,,
MMS,Mcmillan Shakespeare Ltd,Industrials,,,,
MNB,Minbos Resources Ltd,Materials,,,,
MND,Monadelphous Group Ltd,Industrials,,,,
MNF,MNF Group Ltd,,,,,
MNRS,Betashares Global Gold Miners ETF - Currency Hedged,,,,,
MNS,Magnis Energy Technologies Ltd,Materials,,,,
MNW,Mint Payments Ltd,Information Technology,,,,
MNY,MONEY3 Corporation Ltd,Financials,,,,
MOAT,Vaneck Vectors Morningstar Wide Moat ETF,,,,,
MOB,Mobilicom Ltd,Information Technology,,,,
MOC,Mortgage Choice Ltd,Financials,,,,
MOE,Moelis Australia Ltd,Financials,,,,
MOGL,Montgomery Global Equities Fund (Managed Fund),,,,,
MOH,Moho Resources Ltd,Materials,,,,
MONY,Ubs IQ Cash ETF,,,,,
MOQ,MOQ Ltd,Information Technology,,,,
MOT,MCP Income Opportunities Trust,,,,,
MOY,Millennium Minerals Ltd,Materials,,,,
MOZ,Mosaic Brands Ltd,Consumer Discretionary,,,,
MP1,Megaport Ltd,Information Technology,,,,
MPH,Mediland Pharm Ltd,Consumer Discretionary,,,,
MPL,Medibank Private Ltd,Financials,,,,
MPO,Molopo Energy Ltd,Energy,,,,
MPP,Metro Performance Glass Ltd,Industrials,,,,
MPR,Mpower Group Ltd,Financials,,,,
MPW,MSL Solutions Ltd,Information Technology,,,,
MPX,Mustera Property Group Ltd,Real Estate,,,,
MQG,Macquarie Group Ltd,Financials,,,,
MQR,Marquee Resources Ltd,Materials,,,,
MRC,Mineral Commodities Ltd,Materials,,,,
MRD,Mount Ridley Mines Ltd,Materials,,,,
MRG,Murray River Organics Group Ltd,Consumer Staples,,,,
MRL,Mayur Resources Ltd,Materials,,,,
MRM,Mma Offshore Ltd,Energy,,,,
MRQ,MRG Metals Ltd,Materials,,,,
MRR,Minrex Resources Ltd,Materials,,,,
MRV,Moreton Resources Ltd,Energy,,,,
MRZ,Mont Royal Resources Ltd,Materials,,,,
MSB,Mesoblast Ltd,Health Care,,,,
MSE,Metalsearch Ltd,Materials,,,,
MSG,MCS Services Ltd,Industrials,,,,
MSI,Multistack International Ltd,Industrials,,,,
MSM,MSM Corporation International Ltd,Communication Services,,,,
MSR,Manas Resources Ltd,Materials,,,,
MSTR,Morningstar International Shares Active ETF (Managed Fund),,,,,
MSV,Mitchell Services Ltd,Materials,,,,
MTB,Mount Burgess Mining NL,Materials,,,,
MTC,Metalstech Ltd,Materials,,,,
MTH,Mithril Resources Ltd,Materials,,,,
MTL,Manalto Ltd,Information Technology,,,,
MTO,Motorcycle Holdings Ltd,Consumer Discretionary,,,,
MTS,Metcash Ltd,Consumer Staples,,,,
MVA,Vaneck Vectors Australian Property ETF,,,,,
MVB,Vaneck Vectors Australian Banks ETF,,,,,
MVE,Vaneck Vectors S&P/ASX Midcap ETF,,,,,
MVF,Monash Ivf Group Ltd,Health Care,,,,
MVOL,Ishares Edge MSCI Australia Minimum Volatility ETF,,,,,
MVP,Medical Developments International Ltd,Health Care,,,,
MVR,Vaneck Vectors Australian Resources ETF,,,,,
MVS,Vaneck Vectors Small Companies Masters ETF,,,,,
MVW,Vaneck Vectors Australian EQUAL Weight ETF,,,,,
MWR,MGM Wireless Ltd,Communication Services,,,,
MWY,Midway Ltd,Materials,,,,
MX1,Micro-X Ltd,Health Care,,,,
MXC,MGC Pharmaceuticals Ltd,Health Care,,,,
MXI,Maxitrans Industries Ltd,Industrials,,,,
MXR,Maximus Resources Ltd,Materials,,,,
MXT,MCP Master Income Trust,,,,,
MYE,Mastermyne Group Ltd,Materials,,,,
MYL,Myanmar Metals Ltd,Materials,,,,
MYQ,Myfiziq Ltd,Information Technology,,,,
MYR,Myer Holdings Ltd,Consumer Discretionary,,,,
MYS,Mystate Ltd,Financials,,,,
MYX,Mayne Pharma Group Ltd,Health Care,,,,
MZI,MZI Resources Ltd,Materials,,,,
MZZ,Matador Mining Ltd,Materials,,,,
N1H,N1 Holdings Ltd,Financials,,,,
NAB,National Australia Bank Ltd,Financials,,,,
NAC,Naos Ex-50 Opportunities Company Ltd,,,,,
NAE,New Age Exploration Ltd,Energy,,,,
NAG,Nagambie Resources Ltd,Materials,,,,
NAM,Namoi Cotton Ltd,Industrials,,,,
NAN,Nanosonics Ltd,Health Care,,,,
NBI,NB Global Corporate Income Trust,,,,,
NC6,Nanollose Ltd,Health Care,,,,
NCC,Naos Emerging Opportunities Company Ltd,,,,,
NCK,Nick Scali Ltd,Consumer Discretionary,,,,
NCL,Netccentric Ltd,Communication Services,,,,
NCM,Newcrest Mining Ltd,Materials,,,,
NCR,Nucoal Resources Ltd,Materials,,,,
NCZ,New Century Resources Ltd,Materials,,,,
NDIA,ETFs Reliance India Nifty 50 ETF,,,,,
NDQ,Betashares Nasdaq 100 ETF,,,,,
NEA,Nearmap Ltd,Information Technology,,,,
NEC,Nine Entertainment Co. Holdings Ltd,Communication Services,,,,
NES,Nelson Resources Ltd,Materials,,,,
NET,Netlinkz Ltd,Information Technology,,,,
NEU,Neuren Pharmaceuticals Ltd,Health Care,,,,
NEW,NEW Energy Solar,Utilities,,,,
NGE,NGE Capital Ltd,,,,,
NGI,Navigator Global Investments Ltd,Financials,,,,
NGY,Nuenergy Gas Ltd,Energy,,,,
NHC,New Hope Corporation Ltd,Energy,,,,
NHF,Nib Holdings Ltd,Financials,,,,
NIC,Nickel Mines Ltd,Materials,,,,
NIU,Niuminco Group Ltd,Materials,,,,
NME,NEX Metals Exploration Ltd,Materials,,,,
NML,Navarre Minerals Ltd,Materials,,,,
NMT,Neometals Ltd,Materials,,,,
NNT,99 Technology Ltd,Information Technology,,,,
NOR,Norwood Systems Ltd,Information Technology,,,,
NOV,Novatti Group Ltd,Information Technology,,,,
NOX,Noxopharm Ltd,Health Care,,,,
NSB,Neuroscientific Biopharmaceuticals Ltd,Health Care,,,,
NSC,Naos Small Cap Opportunities Company Ltd,,,,,
NSE,New Standard Energy Ltd,Energy,,,,
NSR,National Storage REIT,Real Estate,,,,
NST,Northern Star Resources Ltd,Materials,,,,
NSX,NSX Ltd,Financials,,,,
NTD,National Tyre & Wheel Ltd,Consumer Discretionary,,,,
NTI,Neurotech International Ltd,Health Care,,,,
NTL,New Talisman Gold Mines Ltd,Materials,,,,
NTM,NTM Gold Ltd,Materials,,,,
NTO,Nitro Software Ltd,Information Technology,,,,
NTU,Northern Minerals Ltd,Materials,,,,
NUC,Nuchev Ltd,Consumer Staples,,,,
NUF,Nufarm Ltd,Materials,,,,
NUH,Nuheara Ltd,Information Technology,,,,
NUS,Nusantara Resources Ltd,Materials,,,,
NVA,Nova Minerals Ltd,Materials,,,,
NVO,Nvoi Ltd,Communication Services,,,,
NVU,Nanoveu Ltd,Information Technology,,,,
NVX,Novonix Ltd,Information Technology,,,,
NWC,New World Resources Ltd,Materials,,,,
NWE,Norwest Energy NL,Energy,,,,
NWF,Newfield Resources Ltd,Materials,,,,
NWH,NRW Holdings Ltd,Industrials,,,,
NWL,Netwealth Group Ltd,Financials,,,,
NWM,Norwest Minerals Ltd,Materials,,,,
NWS,News Corporation,Communication Services,,,,
NWSLV,News Corporation,Consumer Discretionary,,,,
NXE,New Energy Minerals Ltd,Materials,,,,
NXM,Nexus Minerals Ltd,Materials,,,,
NXS,Next Science Ltd,Health Care,,,,
NXT,NEXTDC Ltd,Information Technology,,,,
NYR,Nyrada Inc,Health Care,,,,
NZK,New Zealand King Salmon Investments Ltd,Consumer Staples,,,,
NZM,NZME Ltd,Communication Services,,,,
NZS,New Zealand Coastal Seafoods Ltd,Consumer Staples,,,,
OAR,Oakdale Resources Ltd,Materials,,,,
OAU,Ora Gold Ltd,Materials,,,,
OBJ,OBJ Limited,Health Care,,,,
OBL,Omni Bridgeway Ltd,Financials,,,,
OBM,Ora Banda Mining Ltd,Materials,,,,
OCA,Oceania Healthcare Ltd,Health Care,,,,
OCC,Orthocell Ltd,Health Care,,,,
OCL,Objective Corporation Ltd,Information Technology,,,,
ODA,Orcoda Ltd,Information Technology,,,,
ODM,Odin Metals Ltd,Materials,,,,
ODY,Odyssey Energy Ltd,Energy,,,,
OEC,Orbital Corporation Ltd,Industrials,,,,
OEL,Otto Energy Ltd,Energy,,,,
OEQ,Orion Equities Ltd,Financials,,,,
OEX,OILEX Ltd,Energy,,,,
OFX,OFX Group Ltd,Financials,,,,
OGA,Ocean Grown Abalone Ltd,Consumer Staples,,,,
OGC,Oceanagold Corporation,Materials,,,,
OGX,Orinoco Gold Ltd,Materials,,,,
OIL,Optiscan Imaging Ltd,Health Care,,,,
OKJ,Oakajee Corporation Ltd,Materials,,,,
OKR,Okapi Resources Ltd,Materials,,,,
OKU,Oklo Resources Ltd,Materials,,,,
OLH,Oldfields Holdings Ltd,Industrials,,,,
OLI,Oliver's Real Food Ltd,Consumer Discretionary,,,,
OLL,Openlearning Ltd,Information Technology,,,,
OLV,Otherlevels Holdings Ltd,Information Technology,,,,
OMH,Om Holdings Ltd,Materials,,,,
OML,Ooh!Media Ltd,Communication Services,,,,
ONE,Oneview Healthcare Plc,Health Care,,,,
ONT,1300 Smiles Ltd,Health Care,,,,
ONX,Orminex Ltd,Materials,,,,
OOK,Ookami Ltd,Information Technology,,,,
OOO,Betashares Crude Oil INDEX ETF-Currency Hedged (Synthetic),,,,,
OPC,Opticomm Ltd,,,,,
OPH,Ophir High Conviction Fund,,,,,
OPL,Opyl Ltd,Information Technology,,,,
OPT,Opthea Ltd,Health Care,,,,
OPY,Openpay Group Ltd,Financials,,,,
ORA,Orora Ltd,Materials,,,,
ORE,Orocobre Ltd,Materials,,,,
ORG,Origin Energy Ltd,Energy,,,,
ORI,Orica Ltd,Materials,,,,
ORM,Orion Metals Ltd,Materials,,,,
ORN,Orion Minerals Ltd,Materials,,,,
ORR,Orecorp Ltd,Materials,,,,
OSH,Oil Search Ltd,Energy,,,,
OSL,Oncosil Medical Ltd,Health Care,,,,
OSP,Osprey Medical Inc,Health Care,,,,
OSX,Osteopore Ltd,Health Care,,,,
OTW,Over the Wire Holdings Ltd,Information Technology,,,,
OVH,Onevue Holdings Ltd,Financials,,,,
OVN,Oventus Medical Ltd,Health Care,,,,
OVT,Ovato Ltd,Industrials,,,,
OXX,Octanex Ltd,Energy,,,,
OZF,SPDR S&P/ASX 200 Financials Ex A-REIT Fund,,,,,
OZG,Ozgrowth Ltd,,,,,
OZL,OZ Minerals Ltd,Materials,,,,
OZR,SPDR S&P/ASX 200 Resources Fund,,,,,
P2P,P2P Transport Ltd,Industrials,,,,
PAA,Pharmaust Ltd,Health Care,,,,
PAB,PATRYS Ltd,Health Care,,,,
PAC,Pacific Current Group Ltd,Financials,,,,
PAF,PM Capital Asian Opportunities Fund Ltd,,,,,
PAI,Platinum Asia Investments Ltd,,,,,
PAK,Pacific American Holdings Ltd,Materials,,,,
PAL,Palla Pharma Ltd,Health Care,,,,
PAN,Panoramic Resources Ltd,Materials,,,,
PAR,Paradigm Biopharmaceuticals Ltd,Health Care,,,,
PAXX,Platinum Asia Fund (Quoted Managed Hedge Fund),,,,,
PBH,Pointsbet Holdings Ltd,Consumer Discretionary,,,,
PBP,Probiotec Ltd,Health Care,,,,
PBX,Pacific Bauxite Ltd,Materials,,,,
PCG,Pengana Capital Group Ltd,Financials,,,,
PCH,Property Connect Holdings Ltd,Communication Services,,,,
PCI,Perpetual Credit Income Trust,,,,,
PCK,Painchek Ltd,Health Care,,,,
PCL,Pancontinental Oil & Gas NL,Energy,,,,
PDI,Predictive Discovery Ltd,Materials,,,,
PDL,Pendal Group Ltd,Financials,,,,
PDN,Paladin Energy Ltd,Energy,,,,
PDZ,Prairie Mining Ltd,Materials,,,,
PE1,Pengana Private Equity Trust,,,,,
PEC,Perpetual Resources Ltd,Materials,,,,
PEK,Peak Resources Ltd,Materials,,,,
PEL,Pelican Resources Ltd,Materials,,,,
PEN,Peninsula Energy Ltd,Energy,,,,
PET,Phoslock Environmental Technologies Ltd,Industrials,,,,
PEX,Peel Mining Ltd,Materials,,,,
PFG,Prime Financial Group Ltd,Financials,,,,
PFP,Propel Funeral Partners Ltd,Consumer Discretionary,,,,
PG1,Pearl Global Ltd,Industrials,,,,
PGC,Paragon Care Ltd,Health Care,,,,
PGF,PM Capital Global Opportunities Fund Ltd,,,,,
PGG,Partners Group Global Income Fund,,,,,
PGH,Pact Group Holdings Ltd,Materials,,,,
PGI,Panterra Gold Ltd,Materials,,,,
PGL,Prospa Group Ltd,Financials,,,,
PGM,Platina Resources Ltd,Materials,,,,
PGR,The Pas Group Ltd,Consumer Discretionary,,,,
PGX,Primero Group Ltd,Industrials,,,,
PGY,Pilot Energy Ltd,Energy,,,,
PIA,Pengana International Equities Ltd,,,,,
PIC,Perpetual Equity Investment Company Ltd,,,,,
PIL,Peppermint Innovation Ltd,Information Technology,,,,
PIN,Pinchme.com Inc,Industrials,,,,
PIO,Pioneer Resources Ltd,Materials,,,,
PIQ,Proteomics International Laboratories Ltd,Health Care,,,,
PIXX,Platinum International Fund (Quoted Managed Hedge Fund),,,,,
PKD,Parkd Ltd,Industrials,,,,
PKO,Peako Ltd,Energy,,,,
PKS,PKS Holdings Ltd,Health Care,,,,
PL8,Plato Income Maximiser Ltd,,,,,
PLC,PLC Financial Solutions Ltd,Financials,,,,
PLL,Piedmont Lithium Ltd,Materials,,,,
PLS,Pilbara Minerals Ltd,Materials,,,,
PLUS,Vaneck Vectors Australian Corporate Bond Plus ETF,,,,,
PLX,Pyrolyx AG,Materials,,,,
PM1,Pure Minerals Ltd,Materials,,,,
PM8,Pensana Rare EARTHS Plc,Materials,,,,
PMC,Platinum Capital Ltd,,,,,
PME,Pro Medicus Ltd,Health Care,,,,
PMGOLD,Gold Corporation,,,,,
PMV,Premier Investments Ltd,Consumer Discretionary,,,,
PMY,Pacifico Minerals Ltd,Materials,,,,
PNC,Pioneer Credit Ltd,Financials,,,,
PNI,Pinnacle Investment Management Group Ltd,Financials,,,,
PNL,Paringa Resources Ltd,Energy,,,,
PNN,Pepinnini Lithium Ltd,Materials,,,,
PNR,Pantoro Ltd,Materials,,,,
PNV,Polynovo Ltd,Health Care,,,,
PNW,Pacific Star Network Ltd,Communication Services,,,,
PNX,PNX Metals Ltd,Materials,,,,
PO3,Purifloh Ltd,Utilities,,,,
POD,Podium Minerals Ltd,Materials,,,,
POS,Poseidon Nickel Ltd,Materials,,,,
POU,Betashares British Pound ETF,,,,,
POW,Protean Energy Ltd,Industrials,,,,
PPC,Peet Ltd,Real Estate,,,,
PPE,People Infrastructure Ltd,Industrials,,,,
PPG,Pro-Pac Packaging Ltd,Materials,,,,
PPH,Pushpay Holdings Ltd,Information Technology,,,,
PPK,PPK Group Ltd,Industrials,,,,
PPL,Pureprofile Ltd,Communication Services,,,,
PPS,Praemium Ltd,Information Technology,,,,
PPT,Perpetual Ltd,Financials,,,,
PPY,Papyrus Australia Ltd,Materials,,,,
PRM,Prominence Energy NL,Energy,,,,
PRN,Perenti Global Ltd,Materials,,,,
PRO,Prophecy International Holdings Ltd,Information Technology,,,,
PRT,Prime Media Group Ltd,Communication Services,,,,
PRU,Perseus Mining Ltd,Materials,,,,
PRX,Prodigy Gold NL,Materials,,,,
PRZ,Parazero Ltd,Information Technology,,,,
PSA,Petsec Energy Ltd,Energy,,,,
PSC,Prospect Resources Ltd,Materials,,,,
PSI,PSC Insurance Group Ltd,Financials,,,,
PSL,Paterson Resources Ltd,Materials,,,,
PSQ,Pacific Smiles Group Ltd,Health Care,,,,
PSZ,PS&C Ltd,Industrials,,,,
PTB,PTB Group Ltd,Industrials,,,,
PTL,Pental Ltd,Consumer Staples,,,,
PTM,Platinum Asset Management Ltd,Financials,,,,
PTR,Petratherm Ltd,Materials,,,,
PTX,Prescient Therapeutics Ltd,Health Care,,,,
PUA,Pure Alumina Ltd,Materials,,,,
PUR,Pursuit Minerals Ltd,Materials,,,,
PVE,Po Valley Energy Ltd,Energy,,,,
PVL,Powerhouse Ventures Ltd,Financials,,,,
PVS,Pivotal Systems Corporation,Information Technology,,,,
PWG,Primewest,Financials,,,,
PWH,PWR Holdings Ltd,Consumer Discretionary,,,,
PWL,Powerwrap Ltd,Financials,,,,
PWN,Parkway Minerals NL,Materials,,,,
PWNCA,Parkway Minerals NL,,,,,
PXS,Pharmaxis Ltd,Health Care,,,,
PXX,Polarx Ltd,Materials,,,,
PYC,PYC Therapeutics Ltd,Health Care,,,,
PYG,Paygroup Ltd,Information Technology,,,,
QAG,Betashares Agriculture ETF-Currency Hedged (Synthetic),,,,,
QAN,Qantas Airways Ltd,Industrials,,,,
QAU,Betashares Gold Bullion ETF - Currency Hedged,,,,,
QBE,QBE Insurance Group Ltd,Financials,,,,
QCB,Betashares Commodities Basket ETF-Currency Hedged(Synthetic),,,,,
QEM,QEM Ltd,Materials,,,,
QFE,Quickfee Ltd,Financials,,,,
QFN,Betashares Australian Financials Sector ETF,,,,,
QFY,Quantify Technology Holdings Ltd,Information Technology,,,,
QGL,Quantum Graphite Ltd,Materials,,,,
QHAL,Vaneck Vectors MSCI World Ex Australia Quality (Hedged) ETF,,,,,
QHL,Quickstep Holdings Ltd,Industrials,,,,
QIP,QANTM Intellectual Property Ltd,Industrials,,,,
QLTY,Betashares Global Quality Leaders ETF,,,,,
QMIX,SPDR MSCI World Quality MIX Fund,,,,,
QOZ,Betashares Ftse Rafi Australia 200 ETF,,,,,
QPON,Betashares Australian Bank Senior Floating Rate Bond ETF,,,,,
QPR,Quattro Plus Real Estate,Real Estate,,,,
QRE,Betashares Australian Resources Sector ETF,,,,,
QRI,Qualitas Real Estate Income Fund,,,,,
QSS,Questus Ltd,Real Estate,,,,
QTG,Q Technology Group Ltd,Information Technology,,,,
QTM,Quantum Health Group Ltd,Health Care,,,,
QUAL,Vaneck Vectors MSCI World Ex Australia Quality ETF,,,,,
QUB,QUBE Holdings Ltd,Industrials,,,,
QUE,Queste Communications Ltd,Financials,,,,
QUS,Betashares Ftse Rafi U.S. 1000 ETF,,,,,
QVE,QV Equities Ltd,,,,,
R3D,R3D Global Ltd,Communication Services,,,,
RAC,Race Oncology Ltd,Health Care,,,,
RAG,Ragnar Metals Ltd,Materials,,,,
RAN,Range International Ltd,Materials,,,,
RAP,Resapp Health Ltd,Health Care,,,,
RARI,Russell Investments Australian Responsible Investment ETF,,,,,
RBD,Restaurant Brands New Zealand Ltd,Consumer Discretionary,,,,
RBL,Redbubble Ltd,Consumer Discretionary,,,,
RBR,RBR Group Ltd,Materials,,,,
RBTZ,Betashares Global Robotics and Artificial Intelligence ETF,,,,,
RBX,Resource Base Ltd,Materials,,,,
RCB,Russell Investments Australian Select Corporate Bond ETF,,,,,
